Company,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,State
CMP106,-0.1904,-0.125939,-0.02301,-0.40205,-0.184503,-0.03639,-0.16317,-0.12401,-0.312981,-0.0163422,-0.01033,-48.0214,0.02301,-0.1313,-2.6299,-0.3399,-0.73982,-0.010534,0.0131608,-0.040826,-0.73172,-1.04799,-0.2889223,0.02606,-1276.93,0.433,-1.3879,-0.07585,-0.04906,-0.02922,-2.2074,0.38253,0.06528,-1.39468,133.862,-0.231412,-0.15418,0.013124,-0.25011,0.03482,-1.02501,-0.88201,-0.0272,-0.316251,-0.11804,-0.210514,-0.1331,-1698.4,0.02289,0.28893,-0.439,-0.326567,-0.1963984,-20.218,-0.631189,0.01749,-2.35477,0.0017909,0.0061949,-0.027539,0.2925,-8.276,11.0508,0.898,90.068,-3.963,-1,331.4,-364.7604,-0.2,-36.897,-4,0,21.653,4.24,4.092,1,0,0.2,0,-0.168961,1,1,DISTRESS
CMP107,-0.000455165,0.006116222,-0.008263824,0.028150505,0.004594374,-0.001680202,-0.041014242,-0.000439121,0.005332022,0.014240158,-0.004893385,0.816221319,0.008263802,-0.041125714,0.516861319,-0.005912615,-0.012402813,-0.000265114,-0.001533913,-7.96549E-05,0.057278,0.226170989,-0.003743011,-0.003213165,8.254769231,0.125281319,0.316312967,0.006193235,-0.005050736,-0.020518462,0.00064,-0.037105253,0.007001802,-0.04399978,-12.93815604,0.01263633,-0.01459484,-0.001385158,0.000330633,-0.013945495,0.024561978,0.021178316,0.111382989,0.056817626,-0.009565288,0.017376176,-0.042617011,-19.74505495,-0.026529363,0.003743011,0.155250549,-0.005043824,0.008145912,104.6276703,0.00232382,0.013467626,-0.033428056,0.001253711,0.001663774,-0.005222308,-0.657883912,-1.322124264,-0.42341611,-2.695345275,0.158816264,-0.200397802,-0.033626374,2124.355385,-12.08488,0.617362637,-1.941989011,-0.063736264,-0.593406593,0.366591209,14.86342857,14.67322198,0.386716484,0.252747253,-0.364615385,0,0.079811934,1,1,HEALHTY
CMP108,-0.002161119,-0.020729795,0.012226189,-0.004489301,-0.019932958,-0.003972649,-0.00048986,-0.03594391,-0.069700846,-0.006216661,0.018475874,-1.573648601,-0.012225874,0.324941608,-0.067587413,-0.032116839,0.051012937,-0.00202198,-0.000418675,-0.004439337,-0.032174685,0.044646713,-0.035880206,0.022448392,-176.578472,0.116912587,7.09039965,-0.01243106,-0.010222692,0.011106853,-0.48962972,0.026200874,0.016599406,-0.056296853,6.252692308,-0.038291101,-0.007604825,-0.004295486,-0.006106094,-0.016788217,0.127093531,-0.052694899,0.001786224,-0.05109517,-0.062010321,-0.029779411,0.340873776,-161.607972,0.332548601,0.035880245,0.112786713,-0.029764052,-0.021689822,21.16884615,-0.005092724,0.005436154,-0.023667934,-0.000465114,0.000725224,-0.002639399,-0.846073679,-1.444434126,-1.505781364,-3.103965385,2.835239161,-0.151629371,0.01013986,1629.575874,-12.78771259,1.397902098,-2.561151748,-0.055944056,-0.863636364,0.054297203,11.50083916,11.53482517,0.253636364,-0.190559441,-1.588461538,0,-0.07817992,1,1,DISTRESS
CMP109,0.185806264,-0.003626805,-0.042053363,-0.008167824,-0.008103681,0.04228609,0.119828176,-0.000587927,-0.057017547,0.015416831,0.002157187,1.881165626,0.042053363,-0.205308923,-1.504588791,-0.007236771,0.014998923,-0.001797018,-0.00246073,0.022839936,-0.023981165,1.678226593,-0.002367429,-0.040128549,-102.978756,0.20432967,1.112755165,-0.009179296,-0.00192453,0.00648367,1.315330769,0.020788923,-0.003845187,0.017581099,13.73015934,-0.00338333,-0.012053213,-0.001541787,-0.021341103,-0.003153434,-0.149317648,-0.013905451,2.527216923,0.040661881,0.080768721,0.066109148,-0.209664264,77.47186813,-0.193255626,0.002367429,0.188378022,-0.00850887,-0.004089677,157.7209231,-0.036306198,-0.005463956,0.036693385,0.000206661,0.000393778,-0.005217759,-0.657883912,-1.322124264,-0.42341611,-2.695345275,0.158816264,-0.200397802,-0.033626374,2124.355385,-12.08488,0.617362637,-1.941989011,-0.063736264,-0.593406593,0.366591209,14.86342857,14.67322198,0.386716484,0.252747253,-0.364615385,0,0.018613626,1,1,HEALHTY
CMP110,-0.002572835,-0.021981271,-0.01009556,0.017245692,-0.012058911,-0.00330507,-0.014050945,-0.04439606,-0.096241185,0.013901057,-0.01434167,-1.37952178,0.01009556,-0.11899956,0.202495165,-0.024570297,0.113050989,-0.000536434,0.000284345,-0.000772801,0.043227143,0.226284835,-0.023550908,-0.01103644,-117.6356571,0.094402198,0.13788022,-0.030338077,0.000941371,-0.017935912,-2.264515604,-0.054995297,-0.001698571,-7.75824E-05,-6.29152967,-0.026637185,0.000712453,-0.002201982,0.001315297,-0.001274057,-0.039212989,0.033348418,0.025375604,-0.234788864,-0.020474971,-0.028980204,-0.11850989,74.85758242,-0.119713956,0.023550901,0.122114286,-0.026328453,-0.010834086,292.8761758,-0.001221731,0.003545281,0.03562512,0.000815177,0.001601935,-0.001578609,-0.657883912,-1.322124264,-0.42341611,-2.695345275,0.158816264,-0.200397802,-0.033626374,2124.355385,-12.08488,0.617362637,-1.941989011,-0.063736264,-0.593406593,0.366591209,14.86342857,14.67322198,0.386716484,0.252747253,-0.364615385,0,0.074085525,1,1,HEALHTY
CMP111,-0.043567473,-0.013235681,0.027916264,-0.039159033,-0.00679433,-0.027952676,-0.020886429,-0.045587088,-0.054951593,0.000676176,-0.003181154,-0.392744505,-0.027916363,0.544808462,-0.39119011,-0.023673016,-0.316829121,-0.004856364,0.015040582,-0.010657813,-0.06128967,0.207970879,-0.002584747,0.024771813,-63.07994505,0.177236264,-8.926891978,-0.0047415,0.00314456,-0.000491758,-0.390462198,0.096044341,0.000861429,-0.415125824,26.77635714,-0.022924824,0.062147088,-0.003977387,-0.033846615,-0.021365429,0.050637363,-0.114815764,0.037037912,-0.058736319,-0.189887531,-0.022243659,0.930106648,-7.635604396,0.482658846,0.002584615,0.08028022,-0.02071022,-0.009766355,31.59379121,-0.032151962,-0.010223516,-0.046917176,0.000683671,-0.007191297,0.00512606,-0.657829605,-1.231703571,-0.945277747,-2.623859341,0.335479121,-0.322120879,-0.024175824,1937.555495,-13.03952637,1.001098901,-2.064552747,-0.043956044,-0.692307692,0.271879121,13.3739011,13.52373077,0.359197802,0.10989011,-0.891208791,0,0.049015165,1,1,DISTRESS
CMP112,-0.063457143,-0.02067025,0.022066429,-0.061875357,-0.027209393,-0.033406821,-0.092151071,-0.039819571,-0.097125714,-0.016536357,-0.000228571,-0.533074286,-0.022066429,0.475828571,-0.144514286,-0.045326786,-0.161312143,-0.035455321,0.022151071,-0.060431607,-0.070953929,-0.118082143,-0.027977143,0.0331775,-104.4264286,0.260678571,0.932857143,-0.073754786,-0.011112893,-0.048730357,-3.870103571,-0.036048571,0.017623214,-0.25988,3.539357143,-0.023880536,-0.019304286,-0.0449875,-0.12063,-0.006750036,-0.033885714,-0.412506071,-0.011657143,-0.230502857,-0.085487143,-0.028395964,0.475828571,-134.2439286,0.495142857,0.027977143,0.147928571,-0.043781786,-0.030735893,49.15285714,-0.168149643,0.061083571,-0.080386964,-0.008396032,-0.018663857,-0.024236071,-0.760369429,-1.381928929,-1.610425,-2.426392857,-14.78045714,-1.075571429,-0.314285714,270.5642857,-41.36041071,1.110714286,-3.628557143,-0.142857143,-1.5,-5.684928571,6.016785714,5.202857143,0.053571429,-0.75,-1.860714286,0,-0.079469643,1,1,DISTRESS
CMP113,-0.017223571,-0.004365679,0.006131786,0.002364286,0.002039643,-0.013804107,-0.010252857,-0.003307036,-0.015183214,0.00827025,-0.015948571,-0.676925,-0.006132107,0.420710714,1.108628571,0.001312,-0.028010714,0.008373321,0.004547725,0.010938679,0.03625,-1.060339286,0.000881429,-0.002143929,28.96357143,0.14475,-10.60206786,0.000424643,0.008276393,-0.008911786,0.9872,-0.006955714,-0.008708214,-0.028625,-4.965821429,-0.004089179,0.109696786,0.006085,-0.132405,0.015685357,0.593007143,-1.427648214,-0.144949286,-0.0713025,-0.095170357,-0.005398857,0.446875,127.5714286,0.311014286,-0.000881429,0.14725,0.002241607,0.001514286,70.14,-0.0945635,0.004890357,0.048352893,0.000930396,0.000745793,-0.001721036,-0.760369429,-1.381928929,-1.610425,-2.426392857,-14.78045714,-1.075571429,-0.314285714,270.5642857,-41.36041071,1.110714286,-3.628557143,-0.142857143,-1.5,-5.684928571,6.016785714,5.202857143,0.053571429,-0.75,-1.860714286,0,0.120489643,1,1,DISTRESS
CMP114,-0.074786813,-0.004981698,0.019065659,-0.050779286,0.001163385,-0.028188901,-0.005105385,0.006304703,0.006772209,-0.004990077,-0.000547802,-7.337436264,-0.019065659,0.206521868,-0.497921923,0.021671385,0.278742308,-0.012487441,0.01990419,-0.025876442,-0.057202912,-0.631718132,0.021690549,0.02764044,20.48747253,0.257868132,0.116024176,0.025527824,-0.008574731,0.020819341,-2.732059341,0.091848462,0.016159945,0.588593407,26.64331319,-0.005492912,-0.014037143,-0.012648093,0.021159693,0.001968478,-0.036230769,0.174037253,-0.239876374,-0.069995264,-0.043098681,-0.012872934,0.230419231,24.9510989,0.22055978,-0.021690549,0.183087912,0.021285879,-0.001463846,188.0420879,0.008661846,-0.034278797,0.013296146,-0.001531781,-0.004688607,0.002208077,-0.657829605,-1.231703571,-0.945277747,-2.623859341,0.335479121,-0.322120879,-0.024175824,1937.555495,-13.03952637,1.001098901,-2.064552747,-0.043956044,-0.692307692,0.271879121,13.3739011,13.52373077,0.359197802,0.10989011,-0.891208791,0,0.05315478,1,1,HEALHTY
CMP115,-0.054728929,9.37143E-05,0.00187,0.018543214,0.003823786,-0.043590607,-0.025526786,-0.000146357,0.007692857,0.001582571,-0.025804286,0.026410714,-0.00187,0.061103571,-1.061982143,0.002251964,0.119328571,-0.00356515,5.36786E-05,-0.005660714,0.0734,-0.442678571,0.002033929,0.017787143,29.0125,0.082357143,-5.703721429,-0.018065471,-0.015918429,-0.011327143,-0.4813,-0.016875357,0.018973571,0.149878571,8.396821429,0.001844,-0.099250964,-0.003980682,0.000779821,0.025562143,0.188892857,-0.096176071,-0.087337143,-0.016803536,-0.2741575,-0.000251857,0.050639286,114.2714286,0.160342857,-0.002035,0.099857143,0.0025445,0.005090714,57.3975,0.027300357,-0.012358571,-0.009319929,-0.001132457,-0.000903636,0.038661786,-0.760369429,-1.381928929,-1.610425,-2.426392857,-14.78045714,-1.075571429,-0.314285714,270.5642857,-41.36041071,1.110714286,-3.628557143,-0.142857143,-1.5,-5.684928571,6.016785714,5.202857143,0.053571429,-0.75,-1.860714286,0,0.036636321,1,1,DISTRESS
CMP116,-0.071984286,-0.070214286,0.013810857,-0.120180857,-0.052963877,-0.049776857,-0.001769714,-0.163322286,-0.269999143,-0.036077189,0.019706,-2.537384597,-0.013810857,0.17136,-0.816945714,-0.100445937,0.027438,-0.005233457,0.102581943,-0.0160488,-0.345024,0.022250286,-0.074783143,0.069482,-315.8402857,0.443371429,-0.268463429,-0.224710571,-0.055670991,0.039194,-6.950631429,0.351325143,0.084210857,-0.409425714,23.34245714,-0.161211714,-0.1812818,0.001283286,-0.074977429,-0.084926857,-0.31006,-0.363572429,0.345685143,-0.359277143,-0.209124,-0.098963714,0.186097143,-161.8528571,0.352654286,0.074781714,0.156114286,-0.093679657,-0.0551794,152.2142857,-0.127699571,-0.016094257,-0.284788629,-0.001110454,-0.0059954,-0.048479343,-0.193077143,-0.541834286,-1.356051429,-3.300542857,-15.75264571,0.919257143,-0.337142857,280.9942857,-58.31973714,-0.082857143,-7.773671429,0.171428571,-1.485714286,-8.679742857,4.906857143,4.471657143,-0.195228571,-0.714285714,-0.631428571,0,-0.161489086,1,1,DISTRESS
CMP117,0.053863077,-0.005713027,-0.019157747,-0.021049055,-0.004807725,0.013542143,0.081442582,0.208058956,-0.02315011,0.031030754,-0.003901264,-0.317422143,0.019157747,-0.07667033,619.2764022,0.109849121,97253.40682,-0.003097981,0.144205451,-0.002913148,-0.036395703,1.49729011,-0.013138934,-0.017443626,-14.73340659,0.16656044,-0.107671582,-0.05154212,-0.001714178,0.014938791,9897.221729,0.873264396,-0.001632308,119506.1291,-3.353995907,-0.010115604,-0.007141225,0.04305028,-0.082193923,-0.004796234,-0.06283456,-0.068692984,10.73103901,1.582434066,0.020556099,0.000784396,-0.076824231,116.556044,-0.069529396,0.013138956,0.036456044,0.110018791,-0.006946588,1039.783516,-0.020114513,-0.019609977,-0.089280202,0.000720133,0.045870507,-0.00335944,-0.657829605,-1.231703571,-0.945277747,-2.623859341,0.335479121,-0.322120879,-0.024175824,1937.555495,-13.03952637,1.001098901,-2.064552747,-0.043956044,-0.692307692,0.271879121,13.3739011,13.52373077,0.359197802,0.10989011,-0.891208791,0,0.143770813,1,1,HEALHTY
CMP118,0.117109626,-0.009345613,-0.027199824,-0.031689363,-0.008633231,0.023400667,0.067203692,0.002713771,-0.052594754,0.034069789,-0.000948198,324.3322613,0.027199824,-0.117163956,0.131260879,0.0053154,-0.148692769,-0.004902979,-0.002417389,-0.007738283,-0.049474132,-0.921269495,0.009021319,-0.024348835,-14.3214044,0.189248352,2.149047538,-0.027262288,-0.002851112,-0.003975319,-112.5525949,0.03759611,0.003805956,-0.215303253,1.331520879,-0.012521051,-0.009476843,-0.005070296,-0.00166273,0.011289646,-0.147570044,0.062722231,-0.07246044,-0.383128637,0.027508741,0.037121044,-0.117050901,223.7353846,-0.107687363,-0.009021319,0.129945055,0.006297165,-0.009833754,130.1781099,-0.007685591,0.003873648,0.180403297,-0.000504786,-0.002064372,0.006860297,-0.657883912,-1.322124264,-0.42341611,-2.695345275,0.158816264,-0.200397802,-0.033626374,2124.355385,-12.08488,0.617362637,-1.941989011,-0.063736264,-0.593406593,0.366591209,14.86342857,14.67322198,0.386716484,0.252747253,-0.364615385,0,0.204853275,1,1,HEALHTY
CMP119,-0.028483516,-0.005060681,0.017356703,0.015752527,-0.002489187,-0.010487477,-0.000250132,-0.008730912,-0.002739341,0.004583778,0.016031736,-0.53208567,-0.017356703,0.269182198,-0.069273846,-0.006150508,0.224852967,-0.001082641,0.006469444,-0.003596765,0.001347099,1.600668132,-0.007138945,0.026519319,92.13246154,0.186758242,0.479516264,0.009068407,-0.009162549,0.019468088,1.933074505,0.012772132,0.015146835,0.252063736,7.062,-0.007859763,-0.019451011,-0.002034029,0.021874796,-0.001626207,0.269476264,0.020978367,-0.137526374,-0.055631319,-0.001863473,-0.009304585,0.279094066,413.48,0.288631648,0.007138945,0.207637363,-0.006672119,-0.002073407,292.6912308,0.009497903,-0.009900088,0.011588308,0.000644279,0.000961438,-0.011813195,-0.657883912,-1.322124264,-0.42341611,-2.695345275,0.158816264,-0.200397802,-0.033626374,2124.355385,-12.08488,0.617362637,-1.941989011,-0.063736264,-0.593406593,0.366591209,14.86342857,14.67322198,0.386716484,0.252747253,-0.364615385,0,0.363406703,1,1,HEALHTY
CMP120,-0.018812901,-0.012266176,0.015655011,-0.010470549,-0.009110743,-0.014368695,-0.000913495,-0.006643873,-0.032911725,-0.007582162,0.000398923,-0.597897209,-0.015655108,0.406006813,-0.68315978,-0.004665279,0.177961319,-0.003089229,0.004244101,-0.006089747,-0.017538462,-0.105541978,-0.003348022,0.014767319,-65.34164835,0.152131868,12.90338154,0.008244523,0.00088776,0.004443187,-2.624863516,0.0034228,0.000118044,0.184662637,1.565527473,-0.019861879,0.025025169,-0.001613486,0.000377434,0.005835209,0.706083516,0.022692776,-0.078589868,-0.048201646,-0.100522585,-0.018670991,0.414305714,46.69195604,0.380987253,0.003348,0.145446154,-0.005144516,-0.007889714,257.6039341,-0.001940633,-0.008508484,0.065377216,-0.001648386,-0.000907325,-0.013643305,-0.657883912,-1.322124264,-0.42341611,-2.695345275,0.158816264,-0.200397802,-0.033626374,2124.355385,-12.08488,0.617362637,-1.941989011,-0.063736264,-0.593406593,0.366591209,14.86342857,14.67322198,0.386716484,0.252747253,-0.364615385,0,-0.035879266,1,1,HEALHTY
CMP121,-0.022044396,-0.017450141,0.01734367,-0.013855714,-0.015715165,-0.007546666,-0.010530484,-0.016851873,-0.033642,9.50561E-05,0.012537253,-5.428279846,-0.01734367,0.217664396,-0.072433407,-0.014110062,-0.004526593,-0.001823898,0.012443842,-0.00598181,-0.034314,0.748042857,-0.014121209,0.020082989,-32.38250549,0.18569011,0.176995385,-0.007638945,-0.00273964,0.01007411,-1.427607473,0.02401367,0.005754352,-0.071380659,6.951723077,-0.02439477,-0.000783165,-0.001263215,-0.022599116,-0.013252532,0.152987912,-0.023338899,0.119433407,-0.052456246,0.010391538,-0.032865954,0.219601319,97.23384615,0.218448352,0.014121209,0.168865934,-0.015008189,-0.016404851,146.8486593,0.000960633,0.001357495,-0.008526231,0.000574409,0.000623908,-0.012116549,-0.657883912,-1.322124264,-0.42341611,-2.695345275,0.158816264,-0.200397802,-0.033626374,2124.355385,-12.08488,0.617362637,-1.941989011,-0.063736264,-0.593406593,0.366591209,14.86342857,14.67322198,0.386716484,0.252747253,-0.364615385,0,0.056356725,1,1,HEALHTY
CMP122,0.042116264,-0.014192685,-0.012105033,-0.025621714,-0.01939213,0.013555879,-0.013021934,-0.014554444,-0.039126398,0.00414791,0.006721297,-2.411713097,0.01210556,-0.060257824,0.171686593,-0.022037444,-0.076358725,0.005334703,0.007896232,0.012465765,-0.039431978,-0.012915385,-0.015239055,-0.006834769,-59.4020044,0.136463736,-0.221905011,-0.005164163,-0.005270609,-0.012063165,-0.152835165,0.003781868,0.006818791,-0.145130879,-3.962516484,-0.018970425,-0.016396835,0.011703703,-0.016392427,-0.00629411,-0.099887956,0.985749611,0.173635604,-0.067087587,0.01021978,-0.022166608,-0.060212066,28.01538462,-0.043858286,0.015239055,0.098964835,-0.020950886,-0.017837481,47.76802198,-0.031160331,0.017473275,-0.01904124,-0.000532999,-0.000826126,-0.014089429,-0.657883912,-1.322124264,-0.42341611,-2.695345275,0.158816264,-0.200397802,-0.033626374,2124.355385,-12.08488,0.617362637,-1.941989011,-0.063736264,-0.593406593,0.366591209,14.86342857,14.67322198,0.386716484,0.252747253,-0.364615385,0,0.011623978,1,1,HEALHTY
CMP123,0.00994,-0.17327,0.04594,-0.16681,-0.27328,-0.00596,-0.03677,-0.225984,-0.62603,-0.0685158,0.03703,-7.0471,-0.04594,0.6245,3.53,-0.36129,-0.9038,-0.013618,0.028869,-0.02413,-0.5135,-0.2186,-0.10218,0.043,-747.38,-0.074,1.0919,-0.327133,0.00293,-0.01045,-3.0762,0.03971,0.00505,-1.6227,-25.679,-0.39289,0.0763,-0.01228,-0.353257,-0.03733,-0.1475,-1.5310375,-0.05099,-0.33438,-0.1321,-0.240415,0.6245,-282.4,0.5482,0.10218,-0.297,-0.312996,-0.105424,-139.93,-1.004548,0.02785,-0.33404,-0.1426015,-0.215874,-0.20212,0.2925,-8.276,11.0508,0.898,90.068,-3.963,-1,331.4,-364.7604,-0.2,-36.897,-4,0,21.653,4.24,4.092,1,0,0.2,0,-0.2823133,1,1,DISTRESS
CMP124,-0.001095011,-0.010001049,-0.001749473,-0.034723363,-0.008676618,-0.000498038,0.00955233,-0.008110535,-0.035571421,-0.00333385,-0.001062857,-0.439427714,0.001749473,-0.031251429,-0.257593187,-0.002967404,-0.046460659,-0.001786959,0.012389655,-0.003167716,-0.057420791,-0.094209231,-1.94945E-05,-0.000564747,-59.74698462,0.18027033,1.396723077,-0.029691298,-0.001184974,0.005821824,-0.485461319,0.026261736,0.001592593,-0.06360967,7.781810989,-0.017163902,-0.005610837,-0.001306279,-0.024270316,-0.003599341,-0.141666813,-0.066942286,0.015020879,-0.029204954,0.000912879,-0.01457794,-0.000144396,-26.06197802,-0.025645055,1.94945E-05,0.134358242,-0.001913853,-0.009409336,199.6723077,-0.043087029,-0.006663077,-0.044628319,0.001794535,0.001543815,-0.007952514,-0.657883912,-1.322124264,-0.42341611,-2.695345275,0.158816264,-0.200397802,-0.033626374,2124.355385,-12.08488,0.617362637,-1.941989011,-0.063736264,-0.593406593,0.366591209,14.86342857,14.67322198,0.386716484,0.252747253,-0.364615385,0,-0.020558448,1,1,HEALHTY
CMP125,0.061288,-0.0617887,-0.014521,-0.045518,-0.0481315,0.03415886,0.021815,-0.1146128,-0.2766599,-0.05989297,0.025707,-1.76511,0.014521,-0.16885,-0.03962,-0.0874127,0.02126,-0.0025282,0.0226847,-0.0036327,-0.092213,-0.75029,-0.0738814,-0.008452,-223.388,0.0568,159.4583,-0.0205868,-0.0060684,0.009963,2.03246,0.052195,0.004864,-0.09865,1.5309,-0.0843665,-0.04319,-0.0022749,0.007765,0.022154,-0.28335,-1.267601,-0.10274,-0.332009,0.11391581,-0.0787184,-0.16885,-336.429,-0.12566,0.073881,-0.0215,-0.0822479,-0.0438404,38.357,-0.22505,-0.006103,-0.0727237,-0.0079077,-0.0175996,-0.042438,-0.9719,-1.6497,-1.68554,-6.69618,-28.81103,1.6715,-0.54,357.75,-113.93376,-1.66,-4.602,3.97205E-16,-1,-7.8113,4.295,4.1904,0.3501,-0.1,1.56,0,-0.142193571,1,1,DISTRESS
CMP126,-0.056482424,-0.032635055,0.009140121,-0.010821455,-0.027591285,-0.018512303,-0.024334303,-0.0580354,-0.055209515,-0.022335509,-0.010886364,-867.7454928,-0.009141818,0.035371212,-0.109499394,-0.047388442,0.239601212,-0.018291073,0.011174648,-0.052873012,-0.001977091,0.541605455,-0.034460667,0.007625939,-207.5718788,0.048830303,0.06382703,-0.016907712,0.001514812,-0.001342182,-0.046451515,0.015056606,-0.002598424,0.178699394,10.74290909,-0.039406091,0.003606133,-0.026844,-0.023588848,-0.012183782,6.78182E-05,-0.11501103,0.565561818,-0.224002545,-0.023444061,-0.0869554,0.035370909,-424.4881818,0.031767394,0.034460667,0.03,-0.04980543,-0.02285003,24.84527273,-0.0621176,-0.011815091,0.001993303,-0.006319971,-0.013836673,-0.008203509,-0.489670512,-1.003707939,-0.661192182,-2.386690303,-1.380433939,-1.18050303,0.068484848,450.3254545,-15.63910606,0.353939394,-3.053604848,0.036363636,-1.460606061,-0.366915152,7.794666667,7.199418182,0.024993939,-0.384848485,-0.738787879,0,-0.426668788,1,1,DISTRESS
CMP127,-0.0303,-0.02493928,0.03806,0.02036,0.021256,-0.01666,-0.04019,-0.03160958,-0.16933,-0.01025,0.01419,-0.01995,-0.03806,2.355,-0.0377,0.024286,0.02295,-0.02748,0.031397,-0.039191,0.00873,4.672,0.00236,0.03084,-260.1,0.201,0.6635,-0.11958,0.00722,-0.02325,-5.932,-0.03485,-0.00273,0.0342,0.268,-0.02735259,0.31819,-0.036221,-0.17177,-0.014138,2.0437,-1.5345,-0.0599,-0.4236307,0.2397,-0.02924965,3.6533,-141.8,2.0369,-0.00236,0.227,0.036936,0.00693,59.8,-1.2087,-0.00251,-0.316038,-0.0069068,-0.0084294,-0.076841,0.2925,-8.276,11.0508,0.898,90.068,-3.963,-1,331.4,-364.7604,-0.2,-36.897,-4,0,21.653,4.24,4.092,1,0,0.2,0,-0.1306,1,1,DISTRESS
CMP128,0.025664989,-0.006866207,0.006357121,0.228228132,-0.017026145,0.016326283,0.01015244,-0.005647296,-0.028368467,-0.011223035,0.014105604,-0.796931978,-0.006357121,0.089277802,-24.53123802,-0.008500598,0.39499033,-0.0019828,-0.000284527,-0.003335127,0.252058462,1.020036703,-0.006083403,-0.002220264,-32.05505934,0.018628571,-25.38555604,-0.024290954,0.008577505,0.005702499,1.113792527,-0.001575771,-0.010484154,0.379807253,0.134882923,-0.016245984,0.044002901,-0.001643086,-0.025061809,-0.01281178,1.170657802,-0.520940653,0.01225589,-0.003763315,0.062254415,-0.00960689,0.090116923,-35.96626374,0.045277363,0.006083824,0.095393407,-0.008602052,-0.002870695,215.4328571,0.029176613,0.00902756,-0.053739068,-0.001270904,0.000678017,-0.011259011,-0.657883912,-1.322124264,-0.42341611,-2.695345275,0.158816264,-0.200397802,-0.033626374,2124.355385,-12.08488,0.617362637,-1.941989011,-0.063736264,-0.593406593,0.366591209,14.86342857,14.67322198,0.386716484,0.252747253,-0.364615385,0,-0.047417691,1,1,HEALHTY
CMP129,-0.007755,-0.011578,0.021365,0.179955,-0.007286,-0.00664535,-0.04754,-0.0439685,-0.048505,0.0023255,0.018105,-1.433335,-0.021365,0.9541,2.0473,-0.0446065,0.155725,-0.029982,0.039355,-0.039703,0.207215,1.7992,-0.051415,0.02475,-68.1,0.1925,36.5445,-0.47944,-0.003384,-0.0296,10.60465,-0.263255,0.00487,0.10705,-14.018,-0.015174,0.00558,-0.1155085,-0.660953,-0.021335,1.74165,-1.137885,0.0035,-0.049045,-0.054219,-0.01457,0.56475,88.6,0.94855,0.051415,0.5305,-0.0506,0.002656,210.07,-0.430985,0.103815,-1.331823,-0.0096435,-0.0124766,0.039343,-1.7434,-4.17985,-1.0582,-3.98845,-14.12265,0.079,-1.25,377.8,-176.502,-0.3,-20.388,-2,-0.5,17.7165,4.5,4.5855,0.5,-0.5,-0.2,0,0.081085,1,1,DISTRESS
CMP130,-0.030323407,-0.006858119,0.010645626,-0.005484879,-0.005452582,-0.018283905,-0.017077978,-0.005550099,-0.016690875,-0.002074088,-0.00635989,-0.201827275,-0.010645626,0.167663956,0.353733626,-0.004396358,0.031942198,0.004137851,0.002932495,0.004844066,0.004936044,-0.405438681,-0.005800837,0.011923846,-35.76035165,0.158404396,-1.306657582,-0.015370552,-0.001278143,-0.00479422,-9.268461538,-0.002639538,0.00255244,0.018840879,-4.244052747,-0.007674345,0.001468681,0.003856182,-0.016813484,0.007274044,0.177387692,-0.013769033,-0.157435714,-0.068486204,-0.052970418,-0.010799576,0.169277802,-15.08197802,0.166199341,0.005800923,0.153703297,-0.003589448,-0.007175673,290.7948132,-0.004609018,-0.003221407,-0.037839895,-0.000571907,-0.000521266,-0.006125771,-0.657883912,-1.322124264,-0.42341611,-2.695345275,0.158816264,-0.200397802,-0.033626374,2124.355385,-12.08488,0.617362637,-1.941989011,-0.063736264,-0.593406593,0.366591209,14.86342857,14.67322198,0.386716484,0.252747253,-0.364615385,0,0.00486011,1,1,HEALHTY
CMP131,0.009072835,-0.011015303,0.004057824,-0.015761516,-0.013928719,0.005233413,0.015984308,-0.01768356,-0.021741569,0.011231024,0.019017473,-2.860347363,-0.004057824,0.017103319,-0.282742681,-0.027532112,-0.08360189,0.000415366,0.007152321,-0.000312239,-0.092115473,-0.034747209,-0.023476563,0.013784154,-17.87504396,0.16696044,1.220558901,-0.013936013,-0.009726527,0.015523099,0.014035604,0.058034396,0.020363209,-0.233818901,11.7092022,-0.043012965,-0.018790022,0.001683801,-0.024748251,-0.00196433,-0.026857011,-0.075639818,-0.003876484,-0.02651611,0.011604279,-0.023268916,0.017431626,51.22175824,0.035893956,0.023476505,0.130589011,-0.030747194,-0.015118713,47.47929451,-0.048000437,0.006049736,-0.007675253,-0.000492051,-0.001925761,-0.00922138,-0.657883912,-1.322124264,-0.42341611,-2.695345275,0.158816264,-0.200397802,-0.033626374,2124.355385,-12.08488,0.617362637,-1.941989011,-0.063736264,-0.593406593,0.366591209,14.86342857,14.67322198,0.386716484,0.252747253,-0.364615385,0,0.135458566,1,1,HEALHTY
